"zone","week","year","spp","mosq_L","trap_L","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"FC","32","2018","Tarsalis",1017,43,23.65,0,0,0.0035,0,0,0.0828
"FC","32","2018","All",1996,43,46.42,0.00299224472210254,0.00152089616544593,0.00713054717794054,0.1389,0.0706,0.331
"LV","32","2018","Pipiens",17,6,2.83,0,0,0.1157,0,0,0.3274
"LV","32","2018","Tarsalis",114,6,19,0.0087,5e-04,0.0436,0.1653,0.0095,0.8284
"LV","32","2018","All",131,6,21.83,0.00757214841960605,0.00043518094365552,0.0529454878607421,0.1653,0.0095,1.1558
"BE","32","2018","Pipiens",28,4,7,0,0,0.0548,0,0,0.3836
"BE","32","2018","Tarsalis",130,4,32.5,0.008,5e-04,0.0424,0.26,0.0163,1.378
"BE","32","2018","All",158,4,39.5,0.00658227848101266,0.000412658227848101,0.0445974683544304,0.26,0.0163,1.7616
"NW","33","2018","Pipiens",121,9,13.44,0.0134,0.0025,0.0441,0.1801,0.0336,0.5927
"NW","33","2018","Tarsalis",193,9,21.44,0.0053,3e-04,0.027,0.1136,0.0064,0.5789
"NW","33","2018","All",314,9,34.88,0.00842029816513762,0.00114678899082569,0.0335894495412844,0.2937,0.04,1.1716
"NE","33","2018","Pipiens",742,10,74.2,0.0035,9e-04,0.0096,0.2597,0.0668,0.7123
"NE","33","2018","Tarsalis",694,10,69.4,0.003,5e-04,0.01,0.2082,0.0347,0.694
"NE","33","2018","All",1436,10,143.6,0.003258356545961,0.000706824512534819,0.00979317548746518,0.4679,0.1015,1.4063
"SE","33","2018","Pipiens",143,15,9.53,0.0135,0.0055,0.0297,0.1287,0.0524,0.283
"SE","33","2018","Tarsalis",429,15,28.6,0.0075,0.002,0.0205,0.2145,0.0572,0.5863
"SE","33","2018","All",572,15,38.13,0.00900078678206137,0.00287437713086808,0.0227983215316024,0.3432,0.1096,0.8693
"SW","33","2018","Pipiens",50,9,5.56,0.0162,0.001,0.0809,0.0901,0.0056,0.4498
"SW","33","2018","Tarsalis",159,9,17.67,0.015,0.0027,0.0547,0.265,0.0477,0.9665
"SW","33","2018","All",209,9,23.23,0.0152862677572105,0.00229444683598795,0.0609685751183814,0.3551,0.0533,1.4163
"FC","33","2018","Pipiens",1056,43,24.56,0.0082,0.0045,0.014,0.2014,0.1105,0.3438
"FC","33","2018","Tarsalis",1475,43,34.3,0.006,0.0028,0.0114,0.2058,0.096,0.391
"FC","33","2018","All",2531,43,58.86,0.00691811077132178,0.00350832483860007,0.0124838600067958,0.4072,0.2065,0.7348
"LV","33","2018","Pipiens",21,6,3.5,0,0,0.1086,0,0,0.3801
"LV","33","2018","Tarsalis",200,6,33.33,0.0111,0.0021,0.0386,0.37,0.07,1.2865
"LV","33","2018","All",221,6,36.83,0.0100461580233505,0.00190062449090415,0.0452511539505838,0.37,0.07,1.6666
"BE","33","2018","Pipiens",7,4,1.75,0,0,0.2017,0,0,0.353
"BE","33","2018","Tarsalis",86,4,21.5,0,0,0.0273,0,0,0.587
"BE","33","2018","All",93,4,23.25,0,0,0.0404301075268817,0,0,0.94
"NW","34","2018","Pipiens",90,9,10,0.0151,0.0045,0.0394,0.151,0.045,0.394
"NW","34","2018","Tarsalis",99,9,11,0,0,0.0272,0,0,0.2992
"NW","34","2018","All",189,9,21,0.00719047619047619,0.00214285714285714,0.0330095238095238,0.151,0.045,0.6932
"NE","34","2018","Pipiens",240,10,24,0.0104,0.0029,0.0274,0.2496,0.0696,0.6576
"NE","34","2018","Tarsalis",133,10,13.3,0,0,0.023,0,0,0.3059
"NE","34","2018","All",373,10,37.3,0.0066916890080429,0.00186595174262735,0.0258310991957105,0.2496,0.0696,0.9635
"SE","34","2018","Pipiens",178,15,11.87,0.0163,0.0064,0.036,0.1935,0.076,0.4273
"SE","34","2018","Tarsalis",167,15,11.13,0,0,0.0191,0,0,0.2126
"SE","34","2018","All",345,15,23,0.00841304347826087,0.00330434782608696,0.0278217391304348,0.1935,0.076,0.6399
"SW","34","2018","Pipiens",18,9,2,0.0118,9e-04,0.0517,0.0236,0.0018,0.1034
"SW","34","2018","Tarsalis",49,9,5.44,0,0,0.0617,0,0,0.3356
"SW","34","2018","All",67,9,7.44,0.00317204301075269,0.000241935483870968,0.059005376344086,0.0236,0.0018,0.439
"FC","34","2018","Pipiens",526,43,12.23,0.0144,0.0082,0.024,0.1761,0.1003,0.2935
"FC","34","2018","Tarsalis",448,43,10.42,0,0,0.0079,0,0,0.0823
"FC","34","2018","All",974,43,22.65,0.00777483443708609,0.00442825607064018,0.0165916114790287,0.1761,0.1003,0.3758
"LV","34","2018","Pipiens",45,6,7.5,0,0,0.0482,0,0,0.3615
"LV","34","2018","Tarsalis",43,6,7.17,0,0,0.0622,0,0,0.446
"LV","34","2018","All",88,6,14.67,0,0,0.0550443081117928,0,0,0.8075
"BE","34","2018","Pipiens",1,4,0.25,0,0,0.7935,0,0,0.1984
"BE","34","2018","Tarsalis",40,4,10,0,0,0.0576,0,0,0.576
"BE","34","2018","All",41,4,10.25,0,0,0.0755512195121951,0,0,0.7744
"NW","35","2018","Pipiens",69,9,7.67,0.0098,6e-04,0.0523,0.0752,0.0046,0.4011
"NW","35","2018","Tarsalis",46,9,5.11,0,0,0.0617,0,0,0.3153
"NW","35","2018","All",115,9,12.78,0.00588419405320814,0.000359937402190923,0.056056338028169,0.0752,0.0046,0.7164
"NE","35","2018","Pipiens",352,10,35.2,0.0092,0.0032,0.0217,0.3238,0.1126,0.7638
"NE","35","2018","Tarsalis",142,10,14.2,0.0077,4e-04,0.0425,0.1093,0.0057,0.6035
"NE","35","2018","All",494,10,49.4,0.00876720647773279,0.00239473684210526,0.0276781376518219,0.4331,0.1183,1.3673
"SE","35","2018","Pipiens",79,15,5.27,0.048,0.017,0.1432,0.253,0.0896,0.7547
"SE","35","2018","Tarsalis",150,15,10,0.0229,0.0062,0.0635,0.229,0.062,0.635
"SE","35","2018","All",229,15,15.27,0.0315651604453176,0.00992796332678455,0.0910085134250164,0.482,0.1516,1.3897
"SW","35","2018","Pipiens",9,9,1,0.0547,0.0031,0.3036,0.0547,0.0031,0.3036
"SW","35","2018","Tarsalis",19,9,2.11,0,0,0.1443,0,0,0.3045
"SW","35","2018","All",28,9,3.11,0.017588424437299,0.000996784565916399,0.195530546623794,0.0547,0.0031,0.6081
"FC","35","2018","Pipiens",509,43,11.84,0.0171,0.0093,0.0296,0.2025,0.1101,0.3505
"FC","35","2018","Tarsalis",357,43,8.3,0.0128,0.0041,0.0318,0.1062,0.034,0.2639
"FC","35","2018","All",866,43,20.14,0.0153277060575968,0.00715491559086395,0.030506454816286,0.3087,0.1441,0.6144
"LV","35","2018","Pipiens",23,6,3.83,0,0,0.1086,0,0,0.4159
"LV","35","2018","Tarsalis",86,6,14.33,0,0,0.0277,0,0,0.3969
"LV","35","2018","All",109,6,18.16,0,0,0.0447577092511013,0,0,0.8128
"BE","35","2018","Pipiens",15,4,3.75,0,0,0.1142,0,0,0.4282
"BE","35","2018","Tarsalis",19,4,4.75,0,0,0.1101,0,0,0.523
"BE","35","2018","All",34,4,8.5,0,0,0.111905882352941,0,0,0.9512
"NW","36","2018","Pipiens",88,9,9.78,0.0054,3e-04,0.0256,0.0528,0.0029,0.2504
"NW","36","2018","Tarsalis",38,9,4.22,0,0,0.0728,0,0,0.3072
"NW","36","2018","All",126,9,14,0.00377142857142857,0.000207142857142857,0.0398285714285714,0.0528,0.0029,0.5576
"NE","36","2018","Pipiens",438,10,43.8,0.0018,1e-04,0.0089,0.0788,0.0044,0.3898
"NE","36","2018","Tarsalis",98,10,9.8,0.011,6e-04,0.0599,0.1078,0.0059,0.587
"NE","36","2018","All",536,10,53.6,0.00348134328358209,0.000192164179104478,0.0182238805970149,0.1866,0.0103,0.9768
"SE","36","2018","Pipiens",51,15,3.4,0,0,0.0392,0,0,0.1333
"SE","36","2018","Tarsalis",50,15,3.33,0,0,0.0627,0,0,0.2088
"SE","36","2018","All",101,15,6.73,0,0,0.0508320950965825,0,0,0.3421
"SW","36","2018","Pipiens",13,9,1.44,0.0485,0.003,0.2144,0.0698,0.0043,0.3087
"SW","36","2018","Tarsalis",10,9,1.11,0,0,0.2266,0,0,0.2515
"SW","36","2018","All",23,9,2.55,0.0273725490196078,0.00168627450980392,0.219686274509804,0.0698,0.0043,0.5602
"FC","36","2018","Pipiens",590,43,13.72,0.0037,0.001,0.0099,0.0508,0.0137,0.1358
"FC","36","2018","Tarsalis",196,43,4.56,0.0054,3e-04,0.0274,0.0246,0.0014,0.1249
"FC","36","2018","All",786,43,18.28,0.00412472647702407,0.000826039387308534,0.0142614879649891,0.0754,0.0151,0.2607
"NW","37","2018","Pipiens",33,9,3.67,0.0149,0.0028,0.054,0.0547,0.0103,0.1982
"NW","37","2018","Tarsalis",21,9,2.33,0,0,0.1204,0,0,0.2805
"NW","37","2018","All",54,9,6,0.00911666666666667,0.00171666666666667,0.0797833333333333,0.0547,0.0103,0.4787
"NE","37","2018","Pipiens",181,10,18.1,0.0076,0.0014,0.0256,0.1376,0.0253,0.4634
"NE","37","2018","Tarsalis",21,10,2.1,0,0,0.1197,0,0,0.2514
"NE","37","2018","All",202,10,20.2,0.00681188118811881,0.00125247524752475,0.0353861386138614,0.1376,0.0253,0.7148
"SE","37","2018","Pipiens",21,15,1.4,0.0089,0.0017,0.03,0.0125,0.0024,0.042
"SE","37","2018","All",21,15,1.4,0.00892857142857143,0.00171428571428571,0.03,0.0125,0.0024,0.042
"SW","37","2018","Tarsalis",5,9,0.56,0,0,0.2705,0,0,0.1515
"SW","37","2018","All",5,9,0.56,0,0,0.270535714285714,0,0,0.1515
"FC","37","2018","Pipiens",235,43,5.47,0.0101,0.0042,0.0212,0.0552,0.023,0.116
"FC","37","2018","Tarsalis",47,43,1.09,0,0,0.0656,0,0,0.0715
"FC","37","2018","All",282,43,6.56,0.00841463414634146,0.00350609756097561,0.0285823170731707,0.0552,0.023,0.1875
"NE","24","2019","Tarsalis",16,10,1.6,0,0,0.1566,0,0,0.2506
"NE","24","2019","All",16,10,1.6,0,0,0.156625,0,0,0.2506
"SE","24","2019","Tarsalis",23,15,1.53,0,0,0.1044,0,0,0.1597
"SE","24","2019","All",23,15,1.53,0,0,0.10437908496732,0,0,0.1597
"SW","24","2019","Pipiens",5,9,0.56,0,0,0.2705,0,0,0.1515
"SW","24","2019","All",5,9,0.56,0,0,0.270535714285714,0,0,0.1515
"FC","24","2019","Pipiens",5,43,0.12,0,0,0.2705,0,0,0.0325
"FC","24","2019","Tarsalis",39,43,0.91,0,0,0.0751,0,0,0.0683
"FC","24","2019","All",44,43,1.03,0,0,0.0978640776699029,0,0,0.1008
"LV","24","2019","Tarsalis",27,6,4.5,0,0,0.0766,0,0,0.3447
"LV","24","2019","All",27,6,4.5,0,0,0.0766,0,0,0.3447
"BE","24","2019","Tarsalis",5,5,1,0,0,0.2705,0,0,0.2705
"BE","24","2019","All",5,5,1,0,0,0.2705,0,0,0.2705
"NW","25","2019","Pipiens",1,9,0.11,0,0,0.7935,0,0,0.0873
"NW","25","2019","Tarsalis",2,9,0.22,0,0,0.5455,0,0,0.12
"NW","25","2019","All",3,9,0.33,0,0,0.628181818181818,0,0,0.2073
"NE","25","2019","Tarsalis",6,10,0.6,0,0,0.3004,0,0,0.1802
"NE","25","2019","All",6,10,0.6,0,0,0.300333333333333,0,0,0.1802
"SE","25","2019","Tarsalis",10,15,0.67,0,0,0.1916,0,0,0.1284
"SE","25","2019","All",10,15,0.67,0,0,0.191641791044776,0,0,0.1284
"SW","25","2019","Tarsalis",6,9,0.67,0,0,0.2312,0,0,0.1549
"SW","25","2019","All",6,9,0.67,0,0,0.231194029850746,0,0,0.1549
"FC","25","2019","Pipiens",1,43,0.02,0,0,0.1069,0,0,0.0021
"FC","25","2019","Tarsalis",24,43,0.56,0,0,0.1132,0,0,0.0634
"FC","25","2019","All",25,43,0.58,0,0,0.112931034482759,0,0,0.0655
"LV","25","2019","Tarsalis",12,6,2,0,0,0.1445,0,0,0.289
"LV","25","2019","All",12,6,2,0,0,0.1445,0,0,0.289
"BE","25","2019","Tarsalis",4,5,0.8,0,0,0.3259,0,0,0.2607
"BE","25","2019","All",4,5,0.8,0,0,0.325875,0,0,0.2607
"NW","26","2019","Pipiens",2,9,0.22,0,0,0.3378,0,0,0.0743
"NW","26","2019","Tarsalis",9,9,1,0,0,0.2346,0,0,0.2346
"NW","26","2019","All",11,9,1.22,0,0,0.253196721311475,0,0,0.3089
"NE","26","2019","Tarsalis",9,10,0.9,0,0,0.2058,0,0,0.1852
"NE","26","2019","All",9,10,0.9,0,0,0.205777777777778,0,0,0.1852
"SE","26","2019","Pipiens",5,15,0.33,0,0,0.2362,0,0,0.0779
"SE","26","2019","Tarsalis",161,15,10.73,0,0,0.018,0,0,0.1931
"SE","26","2019","All",166,15,11.06,0,0,0.024502712477396,0,0,0.271
"SW","26","2019","Tarsalis",10,9,1.11,0,0,0.1459,0,0,0.1619
"SW","26","2019","All",10,9,1.11,0,0,0.145855855855856,0,0,0.1619
"FC","26","2019","Pipiens",7,43,0.16,0,0,0.1569,0,0,0.0251
"FC","26","2019","Tarsalis",189,43,4.4,0,0,0.0163,0,0,0.0717
"FC","26","2019","All",196,43,4.56,0,0,0.0212280701754386,0,0,0.0968
"LV","26","2019","Tarsalis",15,6,2.5,0,0,0.1566,0,0,0.3915
"LV","26","2019","All",15,6,2.5,0,0,0.1566,0,0,0.3915
"BE","26","2019","Pipiens",1,5,0.2,0,0,0.7935,0,0,0.1587
"BE","26","2019","Tarsalis",13,5,2.6,0,0,0.1403,0,0,0.3648
"BE","26","2019","All",14,5,2.8,0,0,0.186964285714286,0,0,0.5235
"NW","27","2019","Tarsalis",34,9,3.78,0,0,0.0672,0,0,0.254
"NW","27","2019","All",34,9,3.78,0,0,0.0671957671957672,0,0,0.254
"NE","27","2019","Pipiens",4,10,0.4,0,0,0.1515,0,0,0.0606
"NE","27","2019","Tarsalis",272,10,27.2,0,0,0.0115,0,0,0.3128
"NE","27","2019","All",276,10,27.6,0,0,0.0135289855072464,0,0,0.3734
"SE","27","2019","Pipiens",2,15,0.13,0,0,0.0363,0,0,0.0047
"SE","27","2019","Tarsalis",349,15,23.27,0,0,0.0092,0,0,0.2141
"SE","27","2019","All",351,15,23.4,0,0,0.00935042735042735,0,0,0.2188
"SW","27","2019","Pipiens",1,9,0.11,0,0,0.7935,0,0,0.0873
"SW","27","2019","Tarsalis",30,9,3.33,0,0,0.0792,0,0,0.2637
"SW","27","2019","All",31,9,3.44,0,0,0.10203488372093,0,0,0.351
"FC","27","2019","Pipiens",7,43,0.16,0,0,0.0344,0,0,0.0055
"FC","27","2019","Tarsalis",685,43,15.93,0,0,0.0051,0,0,0.0812
"FC","27","2019","All",692,43,16.09,0,0,0.00538844002486016,0,0,0.0867
"LV","27","2019","Tarsalis",277,6,46.17,0,0,0.011,0,0,0.5079
"LV","27","2019","All",277,6,46.17,0,0,0.0110006497725796,0,0,0.5079
"BE","27","2019","Tarsalis",168,5,33.6,0,0,0.0163,0,0,0.5477
"BE","27","2019","All",168,5,33.6,0,0,0.0163005952380952,0,0,0.5477
"NW","28","2019","Tarsalis",99,9,11,0,0,0.0263,0,0,0.2893
"NW","28","2019","All",99,9,11,0,0,0.0263,0,0,0.2893
"NE","28","2019","Pipiens",16,10,1.6,0,0,0.1322,0,0,0.2115
"NE","28","2019","Tarsalis",396,10,39.6,0,0,0.0082,0,0,0.3247
"NE","28","2019","All",412,10,41.2,0,0,0.0130145631067961,0,0,0.5362
"SE","28","2019","Pipiens",26,15,1.73,0,0,0.0532,0,0,0.092
"SE","28","2019","Tarsalis",1200,15,80,0,0,0.003,0,0,0.24
"SE","28","2019","All",1226,15,81.73,0,0,0.00406215587911416,0,0,0.332
"SW","28","2019","Pipiens",6,9,0.67,0,0,0.2058,0,0,0.1379
"SW","28","2019","Tarsalis",138,9,15.33,0,0,0.0191,0,0,0.2928
"SW","28","2019","All",144,9,16,0,0,0.02691875,0,0,0.4307
"FC","28","2019","Pipiens",48,43,1.12,0,0,0.0346,0,0,0.0388
"FC","28","2019","Tarsalis",1833,43,42.63,0,0,0.002,0,0,0.0853
"FC","28","2019","All",1881,43,43.75,0,0,0.00283657142857143,0,0,0.1241
"LV","28","2019","Pipiens",5,6,0.83,0,0,0.2705,0,0,0.2245
"LV","28","2019","Tarsalis",426,6,71,0,0,0.0075,0,0,0.5325
"LV","28","2019","All",431,6,71.83,0,0,0.0105387721007935,0,0,0.757
"BE","28","2019","Tarsalis",364,5,72.8,0,0,0.0087,0,0,0.6334
"BE","28","2019","All",364,5,72.8,0,0,0.00870054945054945,0,0,0.6334
"NW","29","2019","Pipiens",18,9,2,0,0,0.0838,0,0,0.1676
"NW","29","2019","Tarsalis",98,9,10.89,0,0,0.0257,0,0,0.2799
"NW","29","2019","All",116,9,12.89,0,0,0.0347168347556245,0,0,0.4475
"NE","29","2019","Pipiens",44,10,4.4,0,0,0.0537,0,0,0.2363
"NE","29","2019","Tarsalis",665,10,66.5,0,0,0.0051,0,0,0.3392
"NE","29","2019","All",709,10,70.9,0,0,0.00811706629055007,0,0,0.5755
"SE","29","2019","Pipiens",29,15,1.93,0,0,0.0201,0,0,0.0388
"SE","29","2019","Tarsalis",902,15,60.13,0,0,0.0039,0,0,0.2345
"SE","29","2019","All",931,15,62.06,0,0,0.00440380277151144,0,0,0.2733
"SW","29","2019","Tarsalis",116,9,12.89,0,0,0.0246,0,0,0.3171
"SW","29","2019","All",116,9,12.89,0,0,0.024600465477114,0,0,0.3171
"FC","29","2019","Pipiens",91,43,2.12,0,0,0.0146,0,0,0.031
"FC","29","2019","Tarsalis",1781,43,41.42,0,0,0.0021,0,0,0.087
"FC","29","2019","All",1872,43,43.54,0,0,0.00271015158474966,0,0,0.118
"LV","29","2019","Pipiens",3,6,0.5,0,0,0.4089,0,0,0.2044
"LV","29","2019","Tarsalis",316,6,52.67,0,0,0.0097,0,0,0.5109
"LV","29","2019","All",319,6,53.17,0,0,0.0134530750423171,0,0,0.7153
"BE","29","2019","Pipiens",7,5,1.4,0,0,0.2017,0,0,0.2824
"BE","29","2019","Tarsalis",302,5,60.4,0,0,0.01,0,0,0.604
"BE","29","2019","All",309,5,61.8,0,0,0.0143430420711974,0,0,0.8864
"NW","30","2019","Pipiens",40,9,4.44,0,0,0.0342,0,0,0.1518
"NW","30","2019","Tarsalis",165,9,18.33,0,0,0.018,0,0,0.3299
"NW","30","2019","All",205,9,22.77,0,0,0.0211550285463329,0,0,0.4817
"NE","30","2019","Pipiens",24,10,2.4,0,0,0.0763,0,0,0.1831
"NE","30","2019","Tarsalis",356,10,35.6,0.0029,2e-04,0.0144,0.1032,0.0071,0.5126
"NE","30","2019","All",380,10,38,0.00271578947368421,0.000186842105263158,0.0183078947368421,0.1032,0.0071,0.6957
"SE","30","2019","Pipiens",48,15,3.2,0,0,0.0348,0,0,0.1114
"SE","30","2019","Tarsalis",883,15,58.87,0.0011,1e-04,0.0054,0.0648,0.0059,0.3179
"SE","30","2019","All",931,15,62.07,0.00104398260029,9.50539713227002e-05,0.00691638472692122,0.0648,0.0059,0.4293
"SW","30","2019","Pipiens",32,9,3.56,0,0,0.0373,0,0,0.1328
"SW","30","2019","Tarsalis",177,9,19.67,0,0,0.0166,0,0,0.3265
"SW","30","2019","All",209,9,23.23,0,0,0.0197718467498924,0,0,0.4593
"FC","30","2019","Pipiens",144,43,3.35,0,0,0.0136,0,0,0.0456
"FC","30","2019","Tarsalis",1581,43,36.77,0.0013,2e-04,0.0042,0.0478,0.0074,0.1544
"FC","30","2019","All",1725,43,40.12,0.00119142572283151,0.00018444666001994,0.00498504486540379,0.0478,0.0074,0.2
"LV","30","2019","Pipiens",5,6,0.83,0,0,0.2705,0,0,0.2245
"LV","30","2019","Tarsalis",519,6,86.5,0.0041,7e-04,0.0138,0.3546,0.0606,1.1937
"LV","30","2019","All",524,6,87.33,0.00406046032291309,0.00069391961525249,0.0162395511279056,0.3546,0.0606,1.4182
"BE","30","2019","Pipiens",33,5,6.6,0,0,0.0614,0,0,0.4052
"BE","30","2019","Tarsalis",321,5,64.2,0,0,0.0097,0,0,0.6227
"BE","30","2019","All",354,5,70.8,0,0,0.0145183615819209,0,0,1.0279
"NW","31","2019","Pipiens",85,9,9.44,0,0,0.0266,0,0,0.2511
"NW","31","2019","Tarsalis",539,9,59.89,0,0,0.0062,0,0,0.3713
"NW","31","2019","All",624,9,69.33,0,0,0.00897735468051349,0,0,0.6224
"NE","31","2019","Pipiens",125,10,12.5,0,0,0.0174,0,0,0.2175
"NE","31","2019","Tarsalis",1304,10,130.4,0.0016,3e-04,0.0051,0.2086,0.0391,0.665
"NE","31","2019","All",1429,10,142.9,0.00145976207137859,0.000273617914625612,0.00617564730580826,0.2086,0.0391,0.8825
"SE","31","2019","Pipiens",119,15,7.93,0,0,0.0127,0,0,0.1007
"SE","31","2019","Tarsalis",1506,15,100.4,0,0,0.0024,0,0,0.241
"SE","31","2019","All",1625,15,108.33,0,0,0.00315425090002769,0,0,0.3417
"SW","31","2019","Pipiens",16,9,1.78,0,0,0.0417,0,0,0.0742
"SW","31","2019","Tarsalis",217,9,24.11,0,0,0.0138,0,0,0.3327
"SW","31","2019","All",233,9,25.89,0,0,0.0157164928543839,0,0,0.4069
"FC","31","2019","Pipiens",345,43,8.02,0,0,0.0061,0,0,0.0489
"FC","31","2019","Tarsalis",3566,43,82.93,6e-04,1e-04,0.0018,0.0498,0.0083,0.1493
"FC","31","2019","All",3911,43,90.95,0.000547553600879604,9.1258933479934e-05,0.00217921935129192,0.0498,0.0083,0.1982
"LV","31","2019","Pipiens",8,6,1.33,0,0,0.2201,0,0,0.2927
"LV","31","2019","Tarsalis",743,6,123.83,0,0,0.0046,0,0,0.5696
"LV","31","2019","All",751,6,125.16,0,0,0.00688958133589006,0,0,0.8623
"BE","31","2019","Pipiens",38,5,7.6,0,0,0.0478,0,0,0.3633
"BE","31","2019","Tarsalis",414,5,82.8,0,0,0.0077,0,0,0.6376
"BE","31","2019","All",452,5,90.4,0,0,0.0110719026548673,0,0,1.0009
"NW","32","2019","Pipiens",52,9,5.78,0,0,0.0153,0,0,0.0884
"NW","32","2019","Tarsalis",331,9,36.78,0.0031,2e-04,0.0156,0.114,0.0074,0.5738
"NW","32","2019","All",383,9,42.56,0.00267857142857143,0.000173872180451128,0.0155592105263158,0.114,0.0074,0.6622
"NE","32","2019","Pipiens",61,10,6.1,0.0142,0.0028,0.0455,0.0866,0.0171,0.2775
"NE","32","2019","Tarsalis",992,10,99.2,0,0,0.0036,0,0,0.3571
"NE","32","2019","All",1053,10,105.3,0.000822412155745489,0.000162393162393162,0.00602659069325736,0.0866,0.0171,0.6346
"SE","32","2019","Pipiens",134,15,8.93,0,0,0.0071,0,0,0.0634
"SE","32","2019","Tarsalis",1101,15,73.4,0.0019,3e-04,0.0062,0.1395,0.022,0.4551
"SE","32","2019","All",1235,15,82.33,0.00169440058301956,0.000267217296246812,0.00629782582290781,0.1395,0.022,0.5185
"SW","32","2019","Pipiens",35,9,3.89,0,0,0.0292,0,0,0.1136
"SW","32","2019","Tarsalis",250,9,27.78,0.0041,2e-04,0.0213,0.1139,0.0056,0.5917
"SW","32","2019","All",285,9,31.67,0.00359646353015472,0.000176823492263972,0.0222702873381749,0.1139,0.0056,0.7053
"FC","32","2019","Pipiens",282,43,6.56,0.0023,4e-04,0.0074,0.0151,0.0026,0.0485
"FC","32","2019","Tarsalis",2674,43,62.19,0.0015,5e-04,0.0037,0.0933,0.0311,0.2301
"FC","32","2019","All",2956,43,68.75,0.00157672727272727,0.000490181818181818,0.00405236363636364,0.1084,0.0337,0.2786
"LV","32","2019","Pipiens",7,6,1.17,0,0,0.2624,0,0,0.307
"LV","32","2019","Tarsalis",552,6,92,0.0018,1e-04,0.0087,0.1656,0.0092,0.8004
"LV","32","2019","All",559,6,93.17,0.00177739615756145,9.87442309756359e-05,0.011885800150263,0.1656,0.0092,1.1074
"BE","32","2019","Pipiens",24,5,4.8,0,0,0.0636,0,0,0.3053
"BE","32","2019","Tarsalis",403,5,80.6,0,0,0.0079,0,0,0.6367
"BE","32","2019","All",427,5,85.4,0,0,0.0110304449648712,0,0,0.942
"NW","33","2019","Pipiens",38,9,4.22,0,0,0.0286,0,0,0.1207
"NW","33","2019","Tarsalis",354,9,39.33,0,0,0.009,0,0,0.354
"NW","33","2019","All",392,9,43.55,0,0,0.0109001148105626,0,0,0.4747
"NE","33","2019","Pipiens",110,10,11,0,0,0.0158,0,0,0.1738
"NE","33","2019","Tarsalis",624,10,62.4,0.0016,1e-04,0.0079,0.0998,0.0062,0.493
"NE","33","2019","All",734,10,73.4,0.00135967302452316,8.44686648501362e-05,0.00908446866485014,0.0998,0.0062,0.6668
"SE","33","2019","Pipiens",145,15,9.67,0.0117,0.0032,0.0321,0.1131,0.0309,0.3104
"SE","33","2019","Tarsalis",1546,15,103.07,0.0013,2e-04,0.0043,0.134,0.0206,0.4432
"SE","33","2019","All",1691,15,112.74,0.00219176867127905,0.000456803264147596,0.00668440659925492,0.2471,0.0515,0.7536
"SW","33","2019","Pipiens",23,9,2.56,0,0,0.0454,0,0,0.1162
"SW","33","2019","Tarsalis",312,9,34.67,0,0,0.0101,0,0,0.3502
"SW","33","2019","All",335,9,37.23,0,0,0.0125275315605694,0,0,0.4664
"FC","33","2019","Pipiens",316,43,7.35,0.005,0.0013,0.0137,0.0367,0.0096,0.1007
"FC","33","2019","Tarsalis",2836,43,65.95,0.0011,3e-04,0.0029,0.0725,0.0198,0.1913
"FC","33","2019","All",3152,43,73.3,0.00148976807639836,0.000401091405184175,0.00398362892223738,0.1092,0.0294,0.292
"LV","33","2019","Pipiens",12,6,2,0,0,0.1624,0,0,0.3248
"LV","33","2019","Tarsalis",256,6,42.67,0,0,0.0118,0,0,0.5035
"LV","33","2019","All",268,6,44.67,0,0,0.0185426460711887,0,0,0.8283
"BE","33","2019","Pipiens",25,5,5,0,0,0.0694,0,0,0.347
"BE","33","2019","Tarsalis",252,5,50.4,0,0,0.0117,0,0,0.5897
"BE","33","2019","All",277,5,55.4,0,0,0.0169079422382671,0,0,0.9367
"NW","34","2019","Pipiens",53,9,5.89,0,0,0.0157,0,0,0.0925
"NW","34","2019","Tarsalis",210,9,23.33,0.005,3e-04,0.026,0.1166,0.007,0.6066
"NW","34","2019","All",263,9,29.22,0.00399041752224504,0.000239561943874059,0.0239253935660507,0.1166,0.007,0.6991
"NE","34","2019","Pipiens",132,10,13.2,0.0095,0.0017,0.0327,0.1254,0.0224,0.4316
"NE","34","2019","Tarsalis",361,10,36.1,0,0,0.0089,0,0,0.3213
"NE","34","2019","All",493,10,49.3,0.00254361054766734,0.000454361054766734,0.0152718052738337,0.1254,0.0224,0.7529
"SE","34","2019","Pipiens",111,15,7.4,0.0072,0.0019,0.0202,0.0533,0.0141,0.1495
"SE","34","2019","Tarsalis",426,15,28.4,0.0024,1e-04,0.0119,0.0682,0.0028,0.338
"SE","34","2019","All",537,15,35.8,0.00339385474860335,0.000472067039106145,0.0136173184357542,0.1215,0.0169,0.4875
"SW","34","2019","Pipiens",11,9,1.22,0.0174,0.001,0.14,0.0212,0.0012,0.1708
"SW","34","2019","Tarsalis",133,9,14.78,0,0,0.0224,0,0,0.3311
"SW","34","2019","All",144,9,16,0.001325,7.5e-05,0.03136875,0.0212,0.0012,0.5019
"FC","34","2019","Pipiens",307,43,7.14,0.0072,0.0029,0.0152,0.0514,0.0207,0.1085
"FC","34","2019","Tarsalis",1130,43,26.28,0.0018,3e-04,0.006,0.0473,0.0079,0.1577
